stationname,latdeg,latmin,londeg,lonmin,elevation,observedgravity,freeairanomaly,simplebougaranomaly,innerterraincorrection,totalterraincorrection,correctionextent,completebougaranomaly,isostaticresidualanomaly
ORD10,36,37.25,121,48.35,543.4,979815.58,-5.20,-23.73,0.22,2.81,F,-21.15,-36.40
ORD11,36,35.39,121,46.31,929.5,979787.92,6.14,-25.56,0.89,3.94,F,-22.01,-33.75
ORD12,36,36.24,121,43.68,678.0,979793.38,-13.28,-36.40,2.68,5.01,F,-31.68,-39.14
ORD13,36,37.13,121,44.64,259.9,979822.93,-24.34,-33.20,1.05,3.06,F,-30.26,-39.17
ORD14,36,36.16,121,44.76,569.7,979807.00,-9.73,-29.16,0.66,2.89,F,-26.52,-35.64
ORD15,36,37.39,121,45.10,308.0,979820.05,-23.07,-33.58,0.74,2.75,F,-30.96,-40.63
ORD16,36,37.30,121,45.75,453.2,979812.31,-17.02,-32.48,0.34,2.48,F,-30.20,-40.94
ORD17,36,37.30,121,46.10,406.5,979816.69,-17.04,-30.90,0.12,2.25,F,-28.83,-40.15
ORD18,36,37.45,121,48.15,439.9,979822.74,-8.06,-23.06,0.08,2.46,F,-20.79,-35.67
ORD19,36,37.68,121,47.76,464.3,979817.38,-11.46,-27.29,0.07,2.43,F,-25.06,-39.22
ORD20,36,37.46,121,46.77,499.3,979811.27,-13.96,-30.99,0.27,2.56,F,-28.64,-41.09
ORD21,36,39.68,121,45.22,191.0,979828.00,-29.43,-35.95,0.02,1.83,F,-34.20,-43.97
ORD22,36,39.34,121,43.84,131.0,979829.24,-33.34,-37.81,0.18,1.92,F,-35.95,-43.66
ORD23,36,37.93,121,42.99,54.0,979831.97,-35.82,-37.66,0.70,2.59,F,-35.10,-41.50
ORD24,36,37.73,121,41.56,208.2,979819.36,-33.64,-40.74,1.06,2.88,F,-37.95,-42.30
ORD24,36,37.73,121,41.56,208.2,979819.36,-33.64,-40.74,1.06,2.88,F,-37.95,-42.30
ORD25,36,38.64,121,48.75,186.5,979836.19,-20.16,-26.52,0.12,2.28,F,-24.33,-40.13
ORD26,36,38.65,121,48.33,249.8,979830.19,-20.22,-28.74,0.02,2.19,F,-26.66,-41.71
ORD27,36,38.64,121,47.93,301.4,979825.30,-20.25,-30.53,0.03,2.19,F,-28.47,-42.83
ORD28,36,39.28,121,48.03,188.0,979832.74,-24.40,-30.81,0.04,2.09,F,-28.80,-43.25
ORD29,36,39.17,121,48.64,187.2,979834.91,-22.14,-28.53,0.10,2.23,F,-26.38,-41.92
ORD30,36,36.17,121,49.37,264.5,979843.89,-1.56,-10.58,0.12,2.57,F,-8.13,-25.33
ORD31,36,36.89,121,49.22,315.7,979836.90,-4.78,-15.54,0.19,2.60,F,-13.08,-29.95
ORD32,36,37.32,121,48.98,330.5,979832.73,-8.17,-19.45,0.19,2.56,F,-17.03,-33.41
ORD33,36,37.80,121,47.44,435.7,979817.11,-14.59,-29.45,0.24,2.52,F,-27.12,-40.70
ORD34,36,37.50,121,44.46,197.6,979826.46,-27.20,-33.94,0.52,2.49,F,-31.54,-40.17
ORD35,36,36.74,121,44.68,333.1,979819.58,-20.24,-31.60,0.83,2.88,F,-28.87,-37.86
ORD36,36,36.38,121,44.65,431.8,979814.87,-15.15,-29.88,0.84,2.94,F,-27.12,-36.06
ORD37,36,35.79,121,44.97,758.8,979795.53,-2.88,-28.76,0.75,3.30,F,-25.78,-35.26
ORD38,36,35.48,121,45.07,790.8,979794.06,-0.89,-27.87,0.67,3.28,F,-24.92,-34.53
ORD39,36,35.15,121,45.40,797.9,979794.57,0.76,-26.45,0.28,2.94,F,-23.85,-33.99
ORD40,36,35.23,121,45.84,843.5,979792.47,2.83,-25.94,0.50,3.28,F,-23.01,-33.91
ORD41,36,35.06,121,46.24,796.5,979796.10,2.29,-24.88,0.44,3.16,F,-22.05,-33.61
ORD42,36,34.87,121,46.89,728.3,979801.89,1.94,-22.90,0.29,2.97,F,-20.24,-32.93
ORD43,36,34.83,121,47.28,704.5,979804.52,2.39,-21.64,0.74,3.46,F,-18.48,-31.85
ORD44,36,34.70,121,47.66,572.5,979814.09,-0.27,-19.80,0.45,3.06,F,-16.98,-31.01
ORD45,36,34.65,121,48.05,429.1,979824.90,-2.88,-17.51,0.45,3.02,F,-14.68,-29.39
ORD46,36,34.62,121,48.44,349.4,979830.62,-4.61,-16.53,0.27,2.86,F,-13.82,-29.25
ORD47,36,35.01,121,48.92,230.9,979842.08,-4.86,-12.74,0.16,2.74,F,-10.10,-26.43
ORD48,36,35.38,121,49.43,162.3,979849.81,-4.12,-9.65,0.23,2.78,F,-6.94,-24.26
ORD49,36,35.62,121,49.87,139.3,979853.39,-3.05,-7.80,0.78,3.32,F,-4.54,-22.71
ORD50,36,35.93,121,49.67,243.6,979848.13,1.06,-7.25,0.34,2.84,F,-4.52,-22.32
SCB10,36,47.86,121,11.24,1589.0,979749.46,11.70,-42.49,0.88,2.21,F,-40.91,-16.96
SCB11,36,47.06,121,8.40,1678.0,979747.44,19.21,-38.02,0.68,2.20,F,-36.48,-11.05
SCB12,36,48.65,121,6.49,2853.0,979676.23,56.19,-41.12,2.76,6.58,F,-35.54,-10.13
SCB13,36,34.46,121,22.78,1117.0,979777.98,15.18,-22.92,2.14,4.59,F,-18.79,-2.61
SCB17,36,35.04,121,21.60,2105.0,979721.40,50.68,-21.12,1.40,4.72,F,-17.19,-0.16
SCB18,36,36.25,121,19.21,3417.0,979638.68,89.58,-26.97,3.39,10.78,F,-17.33,1.48
SCB19,36,36.66,121,18.85,3464.0,979635.18,89.90,-28.24,3.16,10.84,F,-18.55,0.58
SCB44,36,44.03,121,23.04,1012.0,979785.26,-1.23,-35.75,1.28,3.41,F,-32.75,-16.67
SCB45,36,34.92,121,29.82,213.0,979826.63,-21.86,-29.13,0.01,1.79,F,-27.43,-17.57
SCB46,36,36.58,121,29.54,249.0,979836.16,-11.34,-19.84,0.01,1.85,F,-18.09,-8.05
SCB47,36,36.92,121,28.15,374.0,979832.36,-3.88,-16.63,0.58,2.64,F,-14.15,-2.73
SCB48,36,37.59,121,29.77,284.0,979838.46,-7.21,-16.89,0.01,1.96,F,-15.06,-5.28
SCS32,36,40.89,121,15.85,735.0,979768.28,-39.73,-64.80,0.00,1.81,F,-63.30,-41.16
SCS33,36,53.44,121,12.41,1700.0,979753.42,18.03,-39.95,1.94,4.12,F,-36.49,-14.32
SCS34,36,54.84,121,13.31,3028.0,979671.57,59.03,-44.24,1.41,6.72,F,-38.57,-17.21
SCS37,36,38.55,121,23.90,3010.0,979668.79,78.10,-24.56,6.45,13.75,F,-11.86,3.12
SCS38,36,39.40,121,21.92,3353.0,979643.04,83.37,-30.99,6.47,14.74,F,-17.37,-0.68
SCS39,36,40.04,121,23.41,2405.0,979714.70,64.97,-17.05,0.56,4.07,F,-13.87,1.70
SCS40,36,40.65,121,26.34,2331.0,979720.66,63.09,-16.41,0.90,4.97,F,-12.30,0.54
SCS44,36,57.37,121,3.08,510.0,979838.04,-14.96,-32.35,0.15,0.99,F,-31.58,-8.97
SCS45,36,57.03,121,1.10,458.0,979834.71,-22.68,-38.31,0.23,0.94,F,-37.56,-14.93
SCS46,36,55.02,121,0.03,678.0,979821.64,-12.15,-35.28,0.58,1.36,F,-34.20,-10.69
SCS54,36,53.92,121,0.34,831.0,979821.72,3.91,-24.43,0.95,1.95,F,-22.83,1.24
SCS58,36,53.89,121,2.90,2165.0,979731.24,38.93,-34.91,3.66,6.83,F,-28.89,-4.91
SCS59,36,53.32,121,5.80,1382.0,979777.36,12.24,-34.90,0.38,1.57,F,-33.88,-9.78
SCS60,36,52.78,121,7.96,1628.0,979753.47,12.27,-43.26,1.14,2.89,F,-41.01,-17.17
SFI24,36,59.22,121,35.21,335.0,979883.41,11.28,-0.15,0.09,1.83,D,1.54,10.86
SS10W,36,47.93,121,21.94,403.7,979816.01,-33.33,-47.10,0.21,1.57,D,-45.70,-28.83
SS11W,36,47.91,121,21.92,405.3,979815.93,-33.23,-47.05,0.20,1.56,D,-45.67,-28.78
SS12W,36,47.88,121,21.91,408.4,979815.62,-33.20,-47.13,0.20,1.57,D,-45.74,-28.84
SS13W,36,47.85,121,21.92,407.7,979815.60,-33.25,-47.15,0.22,1.60,D,-45.73,-28.83
SS14W,36,47.76,121,21.91,416.2,979814.59,-33.33,-47.52,0.35,1.76,D,-45.94,-29.04
SS15W,36,47.76,121,21.99,376.8,979816.84,-34.78,-47.64,0.37,1.90,D,-45.90,-29.06
SS16W,36,47.76,121,22.00,373.9,979816.96,-34.94,-47.69,0.27,1.81,D,-46.04,-29.21
SS17W,36,47.76,121,22.04,370.1,979817.20,-35.05,-47.68,0.24,1.80,D,-46.04,-29.24
SS18W,36,47.75,121,22.06,369.2,979817.22,-35.10,-47.70,0.20,1.78,D,-46.08,-29.29
SS19W,36,47.75,121,22.07,369.2,979817.18,-35.14,-47.74,0.16,1.74,D,-46.16,-29.38
SS20W,36,47.75,121,22.09,369.3,979817.12,-35.19,-47.79,0.13,1.72,D,-46.23,-29.46
SS21W,36,47.75,121,22.10,368.9,979817.12,-35.23,-47.81,0.10,1.70,D,-46.27,-29.51
SS22W,36,47.75,121,22.11,368.5,979817.09,-35.30,-47.87,0.08,1.68,D,-46.35,-29.61
SS23W,36,47.75,121,22.13,368.8,979817.08,-35.28,-47.86,0.07,1.68,D,-46.34,-29.61
SS24W,36,47.74,121,22.14,368.6,979817.02,-35.35,-47.92,0.07,1.70,D,-46.38,-29.66
SS25W,36,47.74,121,22.17,368.8,979816.84,-35.51,-48.09,0.07,1.71,D,-46.54,-29.84
SS26W,36,47.73,121,22.19,368.7,979816.80,-35.54,-48.12,0.07,1.73,D,-46.55,-29.87
SS27W,36,47.73,121,22.21,368.8,979816.70,-35.63,-48.21,0.07,1.74,D,-46.63,-29.96
SS28W,36,47.73,121,22.23,368.6,979816.66,-35.69,-48.26,0.07,1.76,D,-46.66,-30.01
SS29W,36,47.73,121,22.24,368.3,979816.58,-35.80,-48.36,0.07,1.76,D,-46.76,-30.11
SS30W,36,47.73,121,22.26,368.2,979816.45,-35.94,-48.50,0.09,1.80,D,-46.86,-30.24
SS31W,36,47.73,121,22.28,368.0,979816.43,-35.98,-48.53,0.13,1.85,D,-46.84,-30.23
SS32W,36,47.73,121,22.30,367.5,979816.44,-36.02,-48.55,0.19,1.92,D,-46.79,-30.20
SS33W,36,47.73,121,22.32,367.3,979816.36,-36.11,-48.64,0.29,2.03,D,-46.77,-30.19
SS34W,36,47.73,121,22.34,367.4,979816.32,-36.14,-48.68,0.41,2.17,D,-46.66,-30.10
SS35W,36,47.73,121,22.35,367.3,979816.15,-36.32,-48.85,0.49,2.25,D,-46.76,-30.21
SS36W,36,47.73,121,22.37,358.7,979816.57,-36.71,-48.95,0.52,2.33,D,-46.77,-30.23
SS37W,36,47.73,121,22.39,353.3,979816.63,-37.16,-49.21,0.68,2.52,D,-46.84,-30.31
SSS1E,36,47.93,121,21.71,403.2,979816.96,-32.43,-46.18,0.07,1.42,D,-44.93,-27.87
SSS1N,36,47.76,121,22.02,368.1,979817.70,-34.74,-47.30,0.26,1.82,D,-45.64,-28.82
SSS1W,36,47.93,121,21.77,404.4,979816.64,-32.63,-46.43,0.05,1.40,D,-45.20,-28.19
SSS2E,36,47.93,121,21.67,402.7,979817.06,-32.37,-46.11,0.11,1.46,D,-44.82,-27.72
SSS2N,36,47.76,121,22.03,370.3,979817.71,-34.53,-47.15,0.26,1.82,D,-45.50,-28.68
SSS2W,36,47.93,121,21.79,405.1,979816.51,-32.70,-46.51,0.05,1.40,D,-45.29,-28.30
SSS3E,36,47.93,121,21.63,401.9,979817.21,-32.30,-46.01,0.11,1.45,D,-44.73,-27.60
SSS3W,36,47.93,121,21.81,405.5,979816.44,-32.73,-46.56,0.04,1.39,D,-45.35,-28.37
SSS4E,36,47.93,121,21.58,402.1,979817.27,-32.22,-45.93,0.26,1.60,D,-44.51,-27.34
SSS4W,36,47.93,121,21.83,405.9,979816.36,-32.77,-46.62,0.05,1.40,D,-45.39,-28.42
SSS5E,36,47.93,121,21.54,408.7,979816.84,-32.03,-45.97,0.54,1.86,D,-44.29,-27.09
SSS5W,36,47.93,121,21.85,406.4,979816.27,-32.82,-46.68,0.05,1.40,D,-45.45,-28.51
SSS6W,36,47.93,121,21.86,406.8,979816.14,-32.91,-46.78,0.05,1.40,D,-45.56,-28.63
SSS7W,36,47.93,121,21.88,407.5,979816.01,-32.97,-46.87,0.06,1.41,D,-45.64,-28.72
SSS8W,36,47.93,121,21.90,408.1,979815.89,-33.04,-46.95,0.07,1.42,D,-45.71,-28.80
SSS9W,36,47.93,121,21.92,408.5,979815.78,-33.11,-47.04,0.08,1.43,D,-45.79,-28.91
SSSB,36,47.74,121,21.95,418.3,979814.03,-33.66,-47.93,0.38,1.80,D,-46.31,-29.45
SSSO,36,47.93,121,21.75,404.0,979816.79,-32.52,-46.30,0.05,1.40,D,-45.08,-28.05
SCR1,36,52.51,121,21.77,279.0,979833.89,-33.80,-43.32,0.00,1.01,,-42.43,-25.48
SCR2,36,53.06,121,19.21,477.0,979827.07,-22.79,-39.06,0.27,1.81,,-37.46,-18.75
SCR3,36,54.67,121,15.85,2097.0,979734.00,34.17,-37.36,1.30,4.04,,-34.11,-13.74
SCR4,36,54.70,121,14.11,2570.0,979700.95,45.55,-42.10,1.78,5.21,,-37.82,-16.70
SCR5,36,51.33,121,24.06,282.0,979825.02,-40.68,-50.30,0.00,0.90,,-49.52,-34.35
SCR6,36,53.64,121,23.00,226.0,979838.09,-36.22,-43.93,0.00,0.90,,-43.13,-26.98
SCR7,36,56.23,121,18.30,775.0,979821.24,-5.18,-31.61,1.33,2.89,,-29.05,-9.79
SCR8,36,49.47,121,16.82,689.0,979811.27,-13.46,-36.96,0.00,1.60,,-35.65,-15.14
SCR9,36,47.82,121,15.82,801.0,979800.71,-11.10,-38.42,0.31,1.70,,-37.06,-15.69
SCR10,36,50.12,121,12.38,1700.0,979748.21,17.62,-40.36,0.58,2.06,,-38.96,-16.09
SCR11,36,46.68,121,14.48,980.0,979785.37,-7.96,-41.38,0.33,1.74,,-40.05,-17.66
SCR12,36,45.94,121,10.95,1653.0,979748.33,19.36,-37.01,0.46,1.75,,-35.91,-11.43
SCR13,36,44.78,121,9.26,1502.0,979752.42,10.93,-40.30,0.91,2.37,,-38.52,-12.89
SCR14,36,44.29,121,7.61,1647.0,979742.27,15.12,-41.05,3.09,4.70,,-37.00,-10.53
SCR15,36,44.62,121,5.65,1874.0,979731.76,25.49,-38.43,0.85,2.50,,-36.65,-9.53
SCR16,36,47.51,121,3.76,1664.0,979750.29,20.09,-36.66,0.72,2.44,,-34.87,-8.15
SCR17,36,45.84,121,4.64,1931.0,979731.16,28.48,-37.38,1.15,2.81,,-35.31,-8.27
SCR18,36,45.66,121,4.86,1955.0,979729.75,29.59,-37.09,0.97,2.62,,-35.22,-8.17
SCR19,36,44.13,121,16.74,657.0,979792.96,-27.06,-49.47,0.00,1.42,,-48.33,-27.11
SCR20,36,39.41,121,9.29,1121.2,979753.68,-15.87,-54.11,0.60,2.73,,-51.84,-25.39
SCR21,36,39.25,121,7.10,1337.0,979749.30,0.28,-45.32,3.22,5.48,,-40.38,-12.79
SCR22,36,39.25,121,3.89,1814.0,979723.74,19.58,-42.29,1.25,3.33,,-39.66,-10.78
SCR60,36,59.96,121,2.75,853.0,979814.19,-10.30,-39.39,0.00,0.56,,-39.18,-17.71
SCR61,36,58.78,121,4.85,588.0,979839.05,-8.65,-28.71,0.05,0.82,,-28.14,-6.06
SCR62,36,56.61,121,10.26,1064.0,979798.05,-1.74,-38.03,1.47,3.90,,-34.57,-12.31
SCR63,36,58.00,121,5.99,631.0,979836.18,-6.35,-27.87,0.47,1.47,,-26.67,-4.33
SCR65,36,59.51,121,33.52,189.0,979886.33,0.04,-6.40,0.00,1.02,,-5.47,5.12
SCR113,36,51.28,121,38.29,146.0,979875.03,-3.39,-8.37,0.00,1.14,,-7.30,-4.96
SCR114,36,49.28,121,37.77,458.0,979857.56,11.38,-4.24,0.00,1.17,,-3.27,-1.19
SCR129,36,30.64,121,21.52,650.0,979792.87,-8.35,-30.52,0.18,2.31,,-28.49,-11.58
SCR130,36,31.19,121,20.00,1027.0,979772.02,5.47,-29.56,0.88,3.27,,-26.72,-8.65
SCR131,36,31.59,121,18.84,1560.0,979740.34,23.34,-29.87,1.47,3.83,,-26.66,-7.76
SCR132,36,32.31,121,17.72,2320.0,979697.09,50.52,-28.61,0.32,3.47,,-26.00,-6.30
SCR133,36,32.70,121,16.84,2247.0,979702.53,48.53,-28.11,0.40,2.99,,-25.95,-5.49
SCR134,36,33.65,121,14.09,1945.0,979717.63,33.86,-32.47,0.93,2.79,,-30.43,-7.72
SCR135,36,33.90,121,13.10,1844.0,979717.55,23.92,-38.97,1.18,2.90,,-36.78,-13.28
SCR136,36,34.00,121,10.90,1462.0,979724.83,-4.86,-54.73,0.41,1.94,,-53.37,-28.28
SCR137,36,43.45,121,21.41,950.0,979781.92,-9.56,-41.97,4.56,6.45,,-35.91,-18.37
SCR138,36,43.16,121,20.89,920.0,979782.37,-11.52,-42.89,0.75,2.59,,-40.69,-22.70
SCR139,36,41.26,121,21.17,1000.0,979783.76,0.14,-33.97,5.50,8.43,,-25.95,-8.13
SCR140,36,48.83,121,3.46,1606.0,979756.58,19.02,-35.76,0.53,2.09,,-34.30,-8.03
SCR141,36,49.94,121,4.14,1485.0,979766.18,15.63,-35.01,0.46,1.91,,-33.69,-7.95
SCR142,36,50.81,121,6.77,1667.0,979753.23,18.54,-38.31,0.82,2.47,,-36.50,-11.70
SCR143,36,50.29,121,1.90,1845.0,979746.65,29.45,-33.47,2.18,3.64,,-30.54,-4.80
SCR153,36,57.82,121,48.51,198.0,979876.39,-6.60,-13.36,0.00,1.44,,-12.00,-15.14
SCR154,36,57.82,121,57.83,48.0,979912.24,15.14,13.50,0.00,1.77,,15.24,2.06
SCR155,36,31.49,121,55.38,22.0,979881.75,20.23,19.48,0.66,4.87,,24.33,-6.80
SCR341,36,31.10,121,8.20,1188.0,979727.85,-23.43,-63.95,0.72,2.34,,-62.10,-35.81
SCR343,36,33.10,121,6.70,1252.0,979728.65,-19.50,-62.20,2.52,4.67,,-58.04,-30.44
SCR344,36,30.20,121,2.60,1450.0,979715.25,-10.10,-59.55,2.26,4.42,,-55.71,-26.45
SCR389,36,36.70,121,6.60,2000.0,979697.64,14.65,-53.57,1.39,3.42,,-50.91,-23.14
SCR390,36,35.70,121,5.70,2160.0,979680.04,13.54,-60.13,2.20,4.40,,-56.55,-28.39
SCR391,36,34.20,121,4.60,2420.0,979662.53,22.64,-59.90,1.15,3.61,,-57.18,-28.62
SCR392,36,34.20,121,2.60,3035.0,979623.42,41.36,-62.16,0.74,4.02,,-59.19,-29.86
SCR541,36,59.53,121,22.78,271.4,979857.08,-21.49,-30.74,0.38,1.91,,-28.95,-11.46
SCR542,36,58.37,121,25.43,165.5,979863.40,-23.45,-29.09,0.74,1.95,,-27.22,-11.66
SCR543,36,59.12,121,28.86,166.4,979861.03,-26.82,-32.49,0.17,1.28,,-31.29,-17.65
SCR603,36,50.02,121,46.20,60.4,979865.59,-19.06,-21.12,0.00,1.32,,-19.83,-27.10
SCR604,36,57.55,121,51.58,228.1,979882.30,2.53,-5.25,0.11,1.68,,-3.67,-10.24
SCR605,36,56.12,121,49.20,364.8,979863.84,-1.00,-13.45,0.16,1.67,,-11.93,-17.50
SCR606,36,54.49,121,45.42,26.6,979887.45,-6.85,-7.75,0.00,1.22,,-6.55,-9.57
SCR607,36,54.42,121,50.52,146.3,979878.44,-4.50,-9.49,0.08,1.54,,-8.01,-16.76
SCR608,36,54.21,121,46.83,22.0,979884.46,-9.86,-10.61,0.00,1.25,,-9.37,-14.13
SCR609,36,56.59,121,47.45,172.6,979876.55,-7.05,-12.94,0.00,1.33,,-11.69,-14.96
SCR610,36,58.11,121,49.90,399.9,979865.44,1.02,-12.62,0.28,1.84,,-10.96,-15.21
SCR611,36,53.20,121,49.67,167.9,979867.98,-11.16,-16.89,0.21,1.69,,-15.27,-24.23
SCR612,36,51.73,121,43.90,36.6,979887.40,-1.96,-3.21,0.00,1.23,,-2.00,-5.43
SCR613,36,51.94,121,43.95,26.8,979885.47,-5.12,-6.03,0.00,1.23,,-4.82,-8.15
SCR614,36,52.81,121,41.04,91.2,979881.63,-4.16,-7.27,0.00,1.12,,-6.19,-5.86
SCR615,36,53.40,121,40.10,63.3,979879.02,-10.25,-12.41,0.00,1.20,,-11.23,-9.62
SCR616,36,56.56,121,42.65,133.9,979872.98,-14.22,-18.79,0.00,1.50,,-17.35,-16.03
SCR617,36,55.55,121,43.92,49.4,979882.99,-10.70,-12.38,0.00,1.26,,-11.14,-11.78
SCR618,36,51.76,121,34.95,417.5,979862.39,8.81,-5.43,0.00,1.03,,-4.58,1.18
SCR619,36,57.84,121,45.26,168.3,979867.49,-18.33,-24.07,0.00,1.42,,-22.72,-22.75
SCR620,36,54.65,121,38.40,567.8,979855.59,11.97,-7.40,1.56,2.83,,-4.81,-0.96
SCR621,36,54.84,121,35.90,428.6,979839.02,-17.97,-32.59,0.00,1.03,,-31.74,-25.53
SCR622,36,53.32,121,36.39,457.1,979861.78,9.67,-5.92,0.00,1.04,,-5.08,-0.05
SCR623,36,54.64,121,37.34,126.3,979871.81,-13.33,-17.63,3.27,4.57,,-13.12,-8.26
SCR624,36,56.53,121,37.65,340.7,979862.80,-4.90,-16.52,3.07,4.47,,-12.20,-6.56
SCR639,36,58.11,121,22.96,245.0,979855.20,-23.79,-32.15,0.56,1.75,,-30.51,-13.53
SCR641,36,55.36,121,27.42,173.5,979844.46,-37.28,-43.20,0.00,0.81,,-42.46,-29.23
SCR642,36,56.43,121,25.67,167.6,979848.55,-35.29,-41.01,0.00,0.85,,-40.23,-25.44
SCR643,36,50.42,121,21.76,398.7,979821.51,-31.90,-45.50,0.00,0.98,,-44.69,-27.77
SCR644,36,50.36,121,23.42,311.1,979821.62,-39.94,-50.55,0.00,0.97,,-49.72,-34.09
SCR645,36,47.97,121,18.51,755.1,979803.35,-13.00,-38.75,0.00,1.07,,-38.00,-18.53
SCR646,36,46.07,121,18.09,513.5,979812.03,-24.29,-41.81,0.00,1.37,,-40.66,-20.62
SCR647,36,42.28,121,16.53,699.4,979776.15,-37.21,-61.07,0.00,1.52,,-59.84,-38.31
SCR648,36,49.46,121,19.65,633.0,979812.03,-17.95,-39.54,0.00,1.06,,-38.75,-20.21
SCR649,36,54.94,121,20.39,414.5,979835.98,-22.48,-36.62,0.56,1.83,,-34.97,-16.95
SCR650,36,51.22,121,18.71,587.4,979817.87,-18.95,-38.98,0.00,1.39,,-37.84,-18.76
SCR651,36,51.20,121,25.49,274.3,979823.67,-42.57,-51.92,0.00,0.91,,-51.13,-37.14
SCR652,36,50.50,121,27.72,236.2,979824.59,-44.22,-52.28,0.00,1.13,,-51.25,-39.18
SCR653,36,50.34,121,29.34,209.3,979828.78,-42.33,-49.47,0.00,1.30,,-48.26,-37.62
SCR654,36,50.34,121,31.60,204.2,979844.48,-27.11,-34.07,0.09,1.45,,-32.71,-24.13
SCR655,36,53.90,121,33.29,147.8,979846.74,-35.30,-40.34,0.57,1.58,,-38.83,-30.74
SCR656,36,57.70,121,31.52,154.9,979874.21,-12.66,-17.95,0.00,0.89,,-17.13,-6.05
SCR657,36,56.43,121,29.70,150.2,979860.04,-25.44,-30.56,0.00,0.83,,-29.80,-17.88
SCR658,36,53.36,121,34.79,526.8,979830.62,-14.99,-32.96,0.90,1.93,,-31.26,-24.75
SCR659,36,47.93,121,24.45,461.7,979806.84,-37.04,-52.79,0.43,1.88,,-51.11,-36.33
SCR660,36,47.35,121,20.12,424.8,979819.45,-27.07,-41.55,0.00,1.26,,-40.48,-22.12
SCR661,36,51.99,121,28.04,248.5,979830.15,-39.66,-48.13,0.00,0.90,,-47.34,-35.34
SCR662,36,46.29,121,24.94,811.6,979791.19,-17.41,-45.09,1.66,3.60,,-41.83,-27.49
SCR663,36,42.20,121,14.38,761.2,979776.48,-30.96,-56.92,0.00,1.59,,-55.65,-32.58
SCR664,36,46.83,121,21.89,827.3,979782.40,-25.51,-53.72,2.29,3.52,,-50.55,-33.63
SCR665,36,56.31,121,31.92,136.1,979876.59,-10.04,-14.68,0.00,0.91,,-13.83,-3.67
SCR666,36,44.56,121,21.46,1050.1,979768.04,-15.63,-51.45,0.00,1.50,,-50.38,-32.98
SCR668,36,41.68,121,17.77,694.5,979778.94,-34.02,-57.71,0.00,1.88,,-56.12,-35.48
SCR669,36,39.46,121,14.57,793.4,979759.39,-41.06,-68.12,0.51,2.62,,-65.84,-42.74
SCR670,36,40.61,121,12.21,1006.4,979755.44,-26.64,-60.96,0.00,1.59,,-59.79,-35.18
SCR671,36,37.69,121,13.45,916.0,979757.36,-29.01,-60.25,0.58,2.96,,-57.67,-33.82
SCR672,36,35.73,121,11.63,1000.9,979754.47,-21.08,-55.22,0.79,3.18,,-52.46,-27.51
SCR673,36,54.66,121,29.79,297.8,979846.46,-22.57,-32.73,0.00,0.82,,-32.04,-20.85
SCR674,36,43.03,121,39.30,98.0,979852.41,-18.61,-21.95,0.00,1.32,,-20.67,-21.82
SCR675,36,45.23,121,45.75,13.0,979856.71,-25.48,-25.92,0.00,1.46,,-24.47,-33.73
SCR676,36,45.55,121,45.82,13.0,979858.17,-24.48,-24.92,0.00,1.45,,-23.48,-32.70
SCR677,36,46.23,121,45.83,11.0,979860.17,-23.65,-24.03,0.00,1.43,,-22.60,-31.53
SCR678,36,46.82,121,46.60,14.0,979860.04,-24.35,-24.83,0.00,1.45,,-23.39,-33.11
SCR679,36,45.62,121,47.63,10.0,979855.95,-27.08,-27.42,0.00,1.59,,-25.84,-37.67
SCR680,36,45.10,121,47.58,12.0,979854.18,-27.91,-28.32,0.00,1.60,,-26.73,-38.72
SCR681,36,47.45,121,46.95,19.0,979859.85,-24.98,-25.63,0.00,1.45,,-24.19,-34.06
SCR682,36,48.23,121,46.97,32.0,979859.29,-25.45,-26.54,0.00,1.43,,-25.12,-34.56
SCR683,36,47.93,121,45.67,28.0,979859.00,-25.68,-26.63,0.00,1.35,,-25.30,-33.17
SCR684,36,49.05,121,47.08,6.0,979861.94,-26.43,-26.63,0.00,1.39,,-25.24,-34.28
SCR685,36,49.40,121,46.73,18.0,979863.93,-23.81,-24.43,0.00,1.36,,-23.08,-31.43
SCR686,36,49.72,121,47.55,27.0,979863.74,-23.62,-24.54,0.00,1.40,,-23.15,-32.35
SCR687,36,50.28,121,47.83,14.0,979865.94,-23.45,-23.93,0.00,1.39,,-22.55,-31.69
SCR688,36,51.00,121,47.27,89.0,979864.58,-18.80,-21.83,0.00,1.35,,-20.52,-28.43
SCR689,36,51.38,121,47.72,62.0,979864.64,-21.83,-23.94,0.00,1.36,,-22.61,-30.78
SCR690,36,51.23,121,46.20,166.0,979864.19,-12.28,-17.94,0.00,1.34,,-16.67,-23.11
SCR691,36,51.62,121,46.20,184.0,979864.57,-10.77,-17.05,0.00,1.33,,-15.80,-21.95
SCR692,36,52.07,121,46.18,158.0,979868.88,-9.56,-14.94,0.00,1.30,,-13.71,-19.48
SCR693,36,52.42,121,45.63,170.0,979870.77,-7.04,-12.84,0.00,1.28,,-11.64,-16.52
SCR694,36,50.30,121,46.18,123.0,979863.12,-16.05,-20.24,0.04,1.38,,-18.92,-25.99
SCR695,36,49.87,121,45.52,114.0,979864.55,-14.84,-18.73,0.00,1.32,,-17.46,-23.99
SCR696,36,43.65,121,38.92,99.0,979858.08,-13.74,-17.11,0.00,1.32,,-15.84,-16.42
